date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:12:05	89986/89986	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/WKOWUSPHotYm.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/WKOWUSPHotYm.js	(from https://worldcuptoken.finance/)
17:12:06	60116/60116	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/gxRnfNk9OvFW.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/gxRnfNk9OvFW.js	(from https://worldcuptoken.finance/)
17:12:06	792/792	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/bXP1QgCR5Yqs.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/bXP1QgCR5Yqs.js	(from https://worldcuptoken.finance/)
17:12:06	44342/44342	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/glHKnpztlKdf.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/glHKnpztlKdf.js	(from https://worldcuptoken.finance/)
17:12:06	8839/8839	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/ceukkqtLhOKH.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/ceukkqtLhOKH.js	(from https://worldcuptoken.finance/)
17:12:07	7083/7083	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/GC9etES0S5iI.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/GC9etES0S5iI.js	(from https://worldcuptoken.finance/)
17:12:07	5601/5601	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/HebXTObIa9Na.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/HebXTObIa9Na.js	(from https://worldcuptoken.finance/)
17:12:07	17082/17082	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/Rrt7RAbLCmcd.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/Rrt7RAbLCmcd.js	(from https://worldcuptoken.finance/)
17:12:07	4427/4427	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/tFRDSuzfnHXF.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/tFRDSuzfnHXF.js	(from https://worldcuptoken.finance/)
17:12:08	9804/9804	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/hbxYoDw3tH26.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/hbxYoDw3tH26.js	(from https://worldcuptoken.finance/)
17:12:08	11781/11781	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/PQqw6booi4Nc.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/PQqw6booi4Nc.js	(from https://worldcuptoken.finance/)
17:12:08	5356/5356	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/8wRclik6O1gV.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/8wRclik6O1gV.js	(from https://worldcuptoken.finance/)
17:12:08	10097/10097	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/TwYl8LT0uMLm.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/TwYl8LT0uMLm.js	(from https://worldcuptoken.finance/)
17:12:09	6244/6244	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/js/3u6uByN3lm6P.js	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/js/3u6uByN3lm6P.js	(from https://worldcuptoken.finance/)
17:12:09	1244/1244	---M--	200	added ('OK')	image/png	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/images/0RMLkeHXKcnj.png	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/images/0RMLkeHXKcnj.png	(from https://worldcuptoken.finance/css/FR9LK8BZTj5f.css)
17:12:09	134622/134622	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/xNZsPSdYP62O.eot	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/xNZsPSdYP62O.eot	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:10	77400/77400	---M--	200	added ('OK')	font/woff2	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/tiCSSdjZNqj7.woff2	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/tiCSSdjZNqj7.woff2	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:10	90672/90672	---M--	200	added ('OK')	font/woff	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/MEcOzP3ILlTE.woff	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/MEcOzP3ILlTE.woff	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:10	134316/134316	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/aJ88NLo5nkV8.ttf	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/aJ88NLo5nkV8.ttf	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
17:12:11	730311/730311	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Nov%202022%2022:03:18%20GMT	https://worldcuptoken.finance/fonts/Sk6Px5I2yNCv.svg	C:/My%20Web%20Sites/worldcuptoken/worldcuptoken.finance/fonts/Sk6Px5I2yNCv.svg	(from https://worldcuptoken.finance/css/9RVcwW91I7f9.css)
